sample_index,variant_index,pitch,setting,sampler,n_steps,guidance_scale,target_harmonic,off_target_harmonic,target_ratio,margin_ratio,sample_std,sample_absmax,finite,artifact_penalty,total_score,selected
5,2,53,heun_50_gs5,heun,50,5.0,0.8569548037799944,0.8857358477954641,2.1368827102374612,-0.032493935705734785,0.6853499412536621,7.173144817352295,True,0.0,5.293465872035051,False
6,0,54,heun_50_gs5,heun,50,5.0,1.3638980285483255,1.3974959681749686,1.77209809090654,-0.024041528670815628,0.9868323802947998,6.501472473144531,True,0.0,4.394182934260127,False
6,1,54,heun_50_gs5,heun,50,5.0,1.3395569654832087,1.3735231987661043,1.7787356083072865,-0.02472927509787691,0.9680138230323792,8.841068267822266,True,0.0,4.409745108121401,False
6,2,54,heun_50_gs5,heun,50,5.0,1.375990727370952,1.419655858617667,1.7329245747398636,-0.03075754639695343,0.9678407907485962,6.671736717224121,True,0.0,4.2861751172542295,False
7,0,55,heun_50_gs5,heun,50,5.0,1.0108347477347166,1.003477696741783,1.8673833091112486,0.00733155399816632,0.7421134114265442,7.102046489715576,True,0.0,4.679455603775371,False
7,1,55,heun_50_gs5,heun,50,5.0,1.0767178662399597,1.0847382777778496,2.100114718384788,-0.007393867837301282,0.8027154207229614,7.6354756355285645,True,0.0,5.2391959942060184,False
7,2,55,heun_50_gs5,heun,50,5.0,0.7782378070722582,0.7798317500690187,2.271172578094,-0.0020439575282487224,0.6310515403747559,8.176834106445312,True,0.0,5.674865508942627,False
8,0,56,heun_50_gs5,heun,50,5.0,0.948695010387783,0.9475488537470798,2.090257857113159,0.0012096016200903916,0.7286979556083679,8.86747932434082,True,0.0,5.227459045213033,False
8,1,56,heun_50_gs5,heun,50,5.0,1.0677483453682024,1.047666017081114,1.979554331389693,0.019168635584222767,0.765596330165863,6.51263952255249,True,0.0,4.977638781850567,False
8,2,56,heun_50_gs5,heun,50,5.0,0.9372168147936019,0.9164786229378208,2.2279511038682,0.02262812367954908,0.72226881980896,8.028725624084473,True,0.0,5.603819945189824,False
9,0,57,heun_50_gs5,heun,50,5.0,0.7285321939827063,0.740824112480229,2.279056883285034,-0.016592222262377387,0.637360155582428,8.464999198913574,True,0.0,5.672753874819019,False
9,1,57,heun_50_gs5,heun,50,5.0,0.7372541425710467,0.7428421389222863,2.1975296860885387,-0.007522454614815118,0.5746554136276245,5.089665412902832,True,0.0,5.482540533299124,False
9,2,57,heun_50_gs5,heun,50,5.0,0.7122690102408299,0.7220019856955889,2.445062948098332,-0.013480538160261077,0.6240153312683105,6.958784580230713,True,0.0,6.092436563005438,False
10,0,58,heun_50_gs5,heun,50,5.0,0.823883957863968,0.8181169810548748,2.4154657701054574,0.007049085732417318,0.6685075759887695,7.09122371673584,True,0.0,6.049238053862269,False
10,1,58,heun_50_gs5,heun,50,5.0,0.826670696548451,0.8006781893208827,2.223737971093574,0.03246311345758453,0.6743862628936768,6.339841365814209,True,0.0,5.608039597920311,False
10,2,58,heun_50_gs5,heun,50,5.0,0.8141102044499274,0.8435468297637909,2.20590120302981,-0.03489625463134483,0.6653552055358887,6.917135715484619,True,0.0,5.462408625627509,False
11,0,59,heun_50_gs5,heun,50,5.0,1.3197379292599107,1.3200833027499654,2.041376035908422,-0.00026163007040459253,0.9038592576980591,9.113118171691895,True,0.0,5.103047644665448,False
11,1,59,heun_50_gs5,heun,50,5.0,1.1848373286380842,1.1356114851638441,1.8863951157989118,0.04334743324092353,0.8314659595489502,6.786106586456299,True,0.0,4.7810089393586646,False
11,2,59,heun_50_gs5,heun,50,5.0,1.0392454396361595,1.1358765668974076,1.764809444747304,-0.0850718548358409,0.9063814282417297,7.74359655380249,True,0.0,4.284415829614498,False
12,0,60,heun_50_gs5,heun,50,5.0,0.8473825533905057,0.8645960653019524,2.636273120567566,-0.01990931072111916,0.6611682176589966,8.21540355682373,True,0.0,6.560818835337236,False
12,1,60,heun_50_gs5,heun,50,5.0,0.975629205602306,0.9829366529039156,2.4858314891457067,-0.007434301290605042,0.7107247710227966,6.7778520584106445,True,0.0,6.203427270928359,False
12,2,60,heun_50_gs5,heun,50,5.0,0.9195099070424442,0.9003258931865277,2.534002707565978,0.021307855064503237,0.6983123421669006,6.316281318664551,True,0.0,6.366968551511699,False
13,0,61,heun_50_gs5,heun,50,5.0,0.9501639133362596,0.9620132469330624,2.175285845635317,-0.012317224852575323,0.7582969069480896,6.726296901702881,True,0.0,5.41973877680943,False
